"age","identifies_as_man","identifies_as_woman","identifies_as_hispanic_or_latinx","identifies_as_black","identifies_as_white","highest_education_level","length_in_this_facility","state","party","how_often_discuss_politics","how_get_news","ever_voted","direction_country_headed","how_often_officials_acting_in_your_interest","which_party_for_cj_reform","stance_on_assault_weapons_ban","stance_on_marijuana_legalization","stance_on_tightening_border_security","stance_on_raise_min_wage","race_affects_politics","should_incarcerated_vote","incarceration_impacts_motivation_to_vote","politics_changed_since_incarcerated","cj_important_issue_eliminating_mandatory_mins","cj_important_issue_reducing_racial_bias","cj_important_issue_abolishing_death_penalty","cj_important_issue_lowering_incarceration_rates_rural_communities","cj_important_issue_improving_prison_conds","cj_important_issue_restoring_voting_rights","cj_important_issue_reducing_prison_pop","cj_important_issue_ending_war_on_drugs","cj_important_issue_ending_private_prisons","cj_important_issue_lowering_sentences_violent_crimes","cj_important_issue_raising_wages_incarcerated_workers","who_vote_for","approve_disapprove_trump","n"
"35 or younger","TRUE","FALSE","FALSE","TRUE","FALSE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Democratic party","Very Frequently","Cable news","No","Right direction","Never","Don't know / No opinion","Undecided","Strongly support","Undecided","Strongly support","A great deal","Yes","Slightly increased my motivation to vote","No","0","1","1","0","0","0","1","0","0","0","0","Don't Know / Would not vote","Disapprove",41
"35 or younger","TRUE","FALSE","FALSE","TRUE","FALSE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Democratic party","Very Frequently","Local TV news","Yes","Wrong track","Never","Democrats","Undecided","Strongly support","Strongly support","Strongly support","A great deal","Yes","Slightly increased my motivation to vote","No","0","1","0","0","0","0","1","0","0","1","0","Bernie Sanders","Disapprove",41
"35 or younger","TRUE","FALSE","FALSE","TRUE","FALSE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Democratic party","Very Frequently","Cable news","Yes","In between","Sometimes","Neither is committed","Strongly support","Strongly support","Strongly support","Strongly support","A great deal","Yes","Increased my motivation to vote","Yes","0","1","0","0","0","1","0","0","0","1","0","Andrew Yang","Disapprove",41
"35 or younger","TRUE","FALSE","FALSE","TRUE","FALSE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Democratic party","Occasionally","Cable news","No","Wrong track","Sometimes","Democrats","Oppose","Strongly support","Support","Strongly support","A great deal","Yes","No impact","No","1","1","0","0","0","0","0","0","0","1","0","Joe Biden","Disapprove",41
"35 or younger","TRUE","FALSE","FALSE","TRUE","FALSE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Democratic party","Very Frequently","Local TV news","No","In between","Rarely","Neither is committed","Strongly oppose","Strongly support","Oppose","Strongly support","A great deal","Yes","Increased my motivation to vote","Yes","0","1","0","0","0","1","1","0","0","0","0","Kamala Harris","Disapprove",41
"35 or younger","TRUE","FALSE","FALSE","TRUE","FALSE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Democratic party","Very Frequently","Local TV news","Yes","Wrong track","Sometimes","Democrats","Strongly support","Strongly support","Support","Strongly support","Somewhat","Yes","Increased my motivation to vote","No","1","0","0","0","1","0","0","0","0","0","1","Joe Biden","Disapprove",41
"35 or younger","TRUE","FALSE","FALSE","TRUE","FALSE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Democratic party","Occasionally","Cable news","Yes","In between","Rarely","Neither is committed","Oppose","Strongly support","Undecided","Strongly support","Somewhat","Yes","Increased my motivation to vote","Yes","1","0","0","0","0","1","1","0","0","0","0","Bernie Sanders","No opinion",41
"35 or younger","TRUE","FALSE","FALSE","TRUE","FALSE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Democratic party","Occasionally","Local TV news","No","In between","Sometimes","Democrats","Undecided","Strongly support","Undecided","Strongly support","A great deal","Yes","Increased my motivation to vote","Yes","1","1","0","1","0","0","0","0","0","0","0","Don't Know / Would not vote","Disapprove",41
"35 or younger","TRUE","FALSE","FALSE","TRUE","FALSE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Democratic party","Very Frequently","Cable news","No","Right direction","Never","Neither is committed","Oppose","Support","Strongly support","Undecided","Not at all","No","Slightly increased my motivation to vote","Yes","1","0","0","0","1","0","0","0","0","0","0","Pete Buttigieg","Disapprove",41
"35 or younger","TRUE","FALSE","FALSE","TRUE","FALSE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Democratic party","Very Frequently","Cable news","No","Wrong track","Sometimes","They're equally committed","Support","Strongly support","Oppose","Undecided","Somewhat","Yes","Increased my motivation to vote","No","0","1","0","0","0","1","0","1","0","0","0","Joe Biden","Disapprove",41
"35 or younger","TRUE","FALSE","FALSE","TRUE","FALSE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Democratic party","Rarely","Local TV news","Yes","Right direction","Always","Democrats","Undecided","Strongly support","Undecided","Strongly support","Somewhat","Yes","Increased my motivation to vote","No","1","1","0","0","0","0","0","0","0","0","1","Bernie Sanders","No opinion",41
"35 or younger","TRUE","FALSE","FALSE","TRUE","FALSE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Democratic party","Rarely","Cable news","Yes","In between","Sometimes","Neither is committed","Undecided","Strongly support","Undecided","Strongly support","Somewhat","Don't know / No opinion","Decreased my motivation to vote","Yes","1","0","0","0","0","0","1","0","0","1","0","Joe Biden","No opinion",41
"35 or younger","TRUE","FALSE","FALSE","TRUE","FALSE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Democratic party","Frequently","Local TV news","No","Wrong track","Sometimes","Democrats","Undecided","Strongly support","Oppose","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","0","1","0","0","1","0","1","0","0","0","0","Don't Know / Would not vote","No opinion",41
"35 or younger","TRUE","FALSE","FALSE","TRUE","FALSE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Democratic party","Occasionally","Cable news","No","Wrong track","Never","Don't know / No opinion","Oppose","Strongly support","Oppose","Strongly support","Not sure","Yes","Slightly increased my motivation to vote","Yes","0","1","0","0","1","0","1","0","0","0","0","Kamala Harris","Disapprove",41
"35 or younger","TRUE","FALSE","FALSE","TRUE","FALSE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Democratic party","Occasionally","Cable news","Yes","In between","Sometimes","Democrats","Oppose","Support","Oppose","Strongly support","Not at all","Yes","Slightly increased my motivation to vote","Yes","0","1","1","0","0","0","1","0","0","0","0","Bernie Sanders","Disapprove",41
"35 or younger","TRUE","FALSE","FALSE","TRUE","FALSE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Democratic party","Very Frequently","Cable news","No","Wrong track","Rarely","Democrats","Support","Support","Oppose","Strongly support","A great deal","Yes","Increased my motivation to vote","No","1","0","0","0","1","0","0","0","0","0","1","Don't Know / Would not vote","Disapprove",41
"35 or younger","TRUE","FALSE","FALSE","TRUE","FALSE","Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less","masked","The Democratic party","Occasionally","Local TV news, Word of mouth","Yes","Right direction","Rarely","Democrats","Oppose","Strongly support","Support","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","1","0","0","0","0","0","1","0","0","1","0","Joe Biden","Disapprove",41
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Republican party","Very Frequently","Cable news","Yes","In between","Sometimes","Republicans","Oppose","Oppose","Oppose","Strongly support","Not at all","Yes","Increased my motivation to vote","No","1","1","0","0","0","0","0","1","0","0","0","Donald Trump","Approve",6
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Republican party","Occasionally","Local TV news","No","In between","Never","Don't know / No opinion","Undecided","Strongly oppose","Undecided","Strongly support","Not at all","Yes","Decreased my motivation to vote","Yes","0","1","0","0","0","0","1","1","0","0","0","Don't Know / Would not vote","Approve",6
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Republican party","Very Frequently","Cable news","No","In between","Never","Democrats","Undecided","Support","Strongly support","Support","Somewhat","Yes","No impact","Yes","0","0","0","0","1","0","0","0","0","1","1","Tom Steyer","Approve",6
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Republican party","Very Frequently","Local TV news","No","In between","Always","Republicans","Oppose","Strongly support","Undecided","Strongly support","Not at all","Yes","Slightly increased my motivation to vote","Yes","1","0","0","0","0","0","0","0","0","1","1","Amy Klobuchar","Approve",6
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Republican party","Occasionally","Word of mouth","No","Wrong track","Sometimes","Republicans","Strongly oppose","Strongly support","Strongly oppose","Strongly support","A great deal","Yes","Decreased my motivation to vote","Yes","1","0","0","0","0","0","1","0","0","1","0","Bernie Sanders","Disapprove",6
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Republican party","Frequently","Newspapers, Local TV news","Yes","In between","Rarely",NA,"Support","Strongly support","Strongly support","Strongly support","Not at all","Yes","Slightly increased my motivation to vote","No","0","0","0","0","1","0","1","0","0","0","1","Elizabeth Warren","Approve",6
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Independent","Frequently","Local TV news","No","Wrong track","Rarely","Neither is committed","Strongly support","Undecided","Support","Strongly support","A great deal","Yes","Decreased my motivation to vote","Yes","0","1","0","1","0","0","1","0","0","0","0","Kamala Harris","Disapprove",4
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Independent","Very Frequently","Cable news","No","In between","Rarely","Neither is committed","Support","Support","Undecided","Support","Somewhat","Yes","Increased my motivation to vote","Yes","1","0","0","0","0","1","0","0","0","1","0","Elizabeth Warren","Disapprove",4
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Independent","Frequently","Cable news","No","In between","Rarely","Neither is committed","Strongly support","Strongly support","Support","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","0","1","0","0","1","0","1","0","0","0","0","Andrew Yang","Disapprove",4
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Independent","Very Frequently","National public radio","No","In between","Rarely","Neither is committed","Undecided","Strongly support","Undecided","Undecided","A great deal","Yes","Increased my motivation to vote","Yes","1","1","0","0","0","0","1","0","0","0","0","Elizabeth Warren","Disapprove",4
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Other","Rarely","Newspapers, Local radio, Local TV news, Word of mouth","No","In between","Never","Neither is committed","Undecided","Strongly support","Support","Strongly support","Not at all","Yes","No impact","Yes","1","0","0","0","0","0","1","0","0","1","0","Bernie Sanders","Disapprove",2
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Other","Occasionally","Local TV news","No","No opinion","Rarely","Republicans","Undecided","Strongly support","Oppose","Strongly support","Not sure","Yes","Slightly decreased my motivation to vote","Yes","0","1","0","0","0","0","0","0","0","1","1",NA,"Disapprove",2
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Democratic party","Frequently","National public radio, Local TV news","No","Wrong track","Never","Democrats","Oppose","Strongly oppose","Undecided","Strongly support","A great deal","Yes","Increased my motivation to vote","No","1","1","0","0","0","0","1","0","0","0","0","Don't know / Would not vote","No opinion",5
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Democratic party","Occasionally","Cable news","No","Wrong track","Never","Neither is committed","Undecided","Strongly support","Strongly oppose","Strongly support","A great deal","Yes","Increased my motivation to vote","Yes","0","0","0","0","0","1","0","0","0","1","0","Don't Know / Would not vote","Disapprove",5
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Democratic party","Occasionally","Local TV news","No","Wrong track","Rarely","Neither is committed","Support","Strongly support","Undecided","Strongly support","A great deal","Yes","Increased my motivation to vote","No","0","1","0","1","0","0","1","0","0","0","0","Don't Know / Would not vote","Disapprove",5
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Democratic party","Frequently","Local TV news","No","No opinion","Sometimes","They're equally committed","Undecided","Undecided","Undecided","Undecided","Not sure","Don't know / No opinion","Slightly decreased my motivation to vote","No","0","0","0","0","1","1","0","0","1","0","0","Joe Biden","No opinion",5
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Democratic party","Very Frequently","Newspapers, Local radio, National public radio, Local TV news, Cable news","Yes","Wrong track","Rarely","Democrats","Strongly oppose","Strongly support","Support","Strongly support","Not at all","Yes","Increased my motivation to vote","No","0","1","0","0","0","0","1","0","0","1","0","Bernie Sanders","Disapprove",5
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Republican party","Very Frequently","Local TV news","Yes","Right direction","Sometimes","They're equally committed","Strongly oppose","Strongly support","Strongly support","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","0","1","0","1","0","0","0","0","0","1","0","Donald Trump","Approve",2
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Republican party","Frequently","Newspapers","No","In between","Rarely","Republicans","Undecided","Strongly support","Undecided","Strongly support","Somewhat","No","Increased my motivation to vote","Yes","0","0","1","0","0","1","0","0","0","1","0","Elizabeth Warren","Disapprove",2
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Independent","Rarely","Cable news","No","Wrong track","Rarely","Neither is committed","Strongly oppose","Support","Undecided","Strongly support","Not at all","Yes","No impact","No","1","1","0","0","0","0","0","0","0","0","1","Bernie Sanders","Disapprove",19
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Independent","Very Frequently","Local TV news","No","No opinion","Don't know / No opinion","They're equally committed","Strongly support","Strongly support","Strongly support","Strongly support","Not sure","Don't know / No opinion","No impact","No","1","0","0","0","1","0","0","0","0","0","0","Bernie Sanders","No opinion",19
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Independent","Occasionally","Word of mouth","No","No opinion","Rarely","Neither is committed","Oppose","Support","Undecided","Undecided","Not sure","Yes","Increased my motivation to vote","No","0","0","0","0","0","1","1","0","1","0","0","Don't Know / Would not vote","Disapprove",19
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Independent","Occasionally","Cable news","No","In between","Sometimes","Democrats","Support","Strongly support","Undecided","Support","Somewhat","Yes","Increased my motivation to vote","No","0","0","0","0","1","1","1","0","0","0","0","Don't Know / Would not vote","No opinion",19
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Independent","Occasionally","Word of mouth","No","In between","Never","Don't know / No opinion","Undecided","Strongly support","Undecided","Support","Somewhat","Yes","No impact","No","1","0","1","0","0","0","0","0","0","1","0","Kamala Harris","Disapprove",19
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Independent","Occasionally","Cable news","No","Wrong track","Never","Democrats","Strongly oppose","Strongly support","Oppose","Support","Somewhat","Yes","No impact","Yes","1","0","0","0","1","0","0","1","0","0","0","Don't Know / Would not vote","No opinion",19
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Independent","Occasionally","Cable news","No","In between","Sometimes","Don't know / No opinion","Support","Strongly support","Undecided","Strongly support","Somewhat","Yes","No impact","Yes","0","0","0","1","1","0","0","0","0","1","0","Kamala Harris","Disapprove",19
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Independent","Rarely","Word of mouth","No","In between","Rarely","They're equally committed","Support","Support","Strongly support","Strongly support","Not at all","No","Decreased my motivation to vote","Yes","0","0","0","0","0","0","1","0","1","1","0","Donald Trump","Approve",19
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Independent","Occasionally","Word of mouth","Yes","Wrong track","Rarely","Neither is committed","Oppose","Strongly support","Undecided","Strongly support","A great deal","Yes","Slightly increased my motivation to vote","No","0","0","0","0","1","0","1","0","0","1","0","Bernie Sanders","Disapprove",19
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Independent","Occasionally","Local TV news","No","In between","Sometimes","Don't know / No opinion","Undecided","Strongly support","Undecided","Strongly support","Somewhat","No","Slightly increased my motivation to vote","Yes","0","1","0","0","0","0","1","0","0","0","1","Don't Know / Would not vote","Disapprove",19
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Independent","Occasionally","Newspapers","No","In between","Rarely","Don't know / No opinion","Strongly oppose","Strongly support","Undecided","Strongly support","Not sure","Yes","No impact","Yes","0","0","0","0","0","1","1","0","0","0","1","Don't Know / Would not vote","Disapprove",19
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Independent","Never","Do not have access to news","No","Wrong track","Never","Don't know / No opinion","Oppose","Strongly support","Undecided","Strongly support","Somewhat","Yes","No impact","No","0","1","0","0","1","0","1","0","0","0","0","Don't Know / Would not vote","Disapprove",19
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Independent","Rarely","Local radio","No","In between","Rarely","Don't know / No opinion","Strongly oppose","Strongly support","Undecided","Strongly support","Somewhat","Yes","No impact","No","1","1","0","0","0","0","0","1","0","0","0","Don't Know / Would not vote","Disapprove",19
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Independent","Never","Cable news","No","Wrong track","Never","Neither is committed","Strongly oppose","Strongly support","Strongly oppose","Strongly support","A great deal","Yes","No impact","No","0","0","1","0","0","1","0","1","0","0","0","Bernie Sanders","Disapprove",19
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Independent","Very Frequently","Cable news","No","In between","Rarely","They're equally committed","Strongly support","Strongly support","Support","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","0","0","0","0","1","0","0","0","0","1","1","Bernie Sanders","Approve",19
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Independent","Occasionally","Local TV news","No","Wrong track","Never","Don't know / No opinion","Strongly oppose","Strongly support","Strongly oppose","Strongly support","A great deal","Yes","Increased my motivation to vote","Yes","1","0","0","0","0","0","0","0","0","0","0","Bernie Sanders","Approve",19
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Independent","Rarely","Local TV news","No","No opinion","Don't know / No opinion","Don't know / No opinion","Strongly oppose","Strongly support","Undecided","Strongly support","Not sure","Yes","No impact","No","0","1","0","0","0","1","0","0","0","0","1","Don't Know / Would not vote","Approve",19
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Independent","Occasionally","Local TV news","No","Wrong track","Sometimes","Democrats","Undecided","Support","Support","Support","Somewhat","Yes","Increased my motivation to vote","Yes","1","1","0","0","0","0","1","0","0","0","0","Joe Biden","Disapprove",19
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Independent","Rarely","Local TV news","No","Wrong track","Sometimes","Democrats","Strongly oppose","Strongly support","Oppose","Strongly support","Not at all","Yes","No impact","No","1","0","0","0","1","0","0","0","0","0","1","Don't Know / Would not vote","Approve",19
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Other","Very Frequently","Local TV news","No","No opinion","Always","Neither is committed","Strongly support","Strongly support","Undecided","Strongly support","Not sure","Yes","No impact","Yes","0","0","0","0","0","0","0","1","1","1","0","Don't Know / Would not vote","Approve",14
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Other","Occasionally","Local TV news","No","No opinion","Rarely","They're equally committed","Oppose","Support","Oppose","Strongly support","Somewhat","Yes","No impact","No","0","1","0","0","0","1","0","1","0","0","0","Don't Know / Would not vote","Disapprove",14
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Other","Frequently","Local TV news","Yes","Right direction","Sometimes","They're equally committed","Support","Support","Support","Support","Not at all","Yes","Slightly decreased my motivation to vote","No","0","1","0","0","0","0","0","0","0","0","1","Donald Trump","Approve",14
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Other","Occasionally","Word of mouth","No","In between","Rarely","Don't know / No opinion","Support","Strongly support","Strongly support","Undecided","Not sure","Yes","No impact","Yes","0","0","0","0","1","0","1","0","0","1","0","Don't Know / Would not vote","Approve",14
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Other","Very Frequently","Cable news","No","Right direction","Never","Neither is committed","Strongly oppose","Strongly support","Strongly oppose","Strongly oppose","Not at all","Yes","Increased my motivation to vote","No","0","0","0","0","0","1","0","0","0","0","0","Donald Trump","Approve",14
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Other","Very Frequently","Cable news","No","Right direction","Sometimes","Democrats","Strongly oppose","Strongly support","Strongly support","Strongly support","Somewhat","Yes","Increased my motivation to vote","Yes","1","0","0","0","0","0","1","0","0","1","0","Donald Trump","Approve",14
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Other","Frequently","Cable news","No","In between","Rarely","Neither is committed","Oppose","Support","Support","Support","Somewhat","Yes","Decreased my motivation to vote","Yes","0","1","0","0","0","1","0","0","1","0","0","Don't Know / Would not vote","Disapprove",14
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Other","Occasionally","Local TV news","No","Wrong track","Rarely","Neither is committed","Strongly oppose","Strongly support","Oppose","Strongly support","Somewhat","Yes","Slightly increased my motivation to vote","No","0","0","0","0","0","1","0","0","0","1","1","Don't Know / Would not vote","Disapprove",14
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Other","Occasionally","Cable news","No","Wrong track","Rarely","Republicans","Oppose","Strongly support","Strongly support","Strongly support","A great deal","Yes","Increased my motivation to vote","Yes","1","0","0","0","0","0","1","0","1","0","0","Donald Trump","No opinion",14
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Other","Rarely","Local TV news","No","Wrong track","Never","Neither is committed","Undecided","Strongly support","Oppose","Strongly support","Not at all","Yes","No impact","No","1","1","0","0","0","0","1","0","0","0","0","Don't Know / Would not vote","Disapprove",14
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Other","Frequently","Cable news","No","In between","Rarely","Neither is committed","Strongly oppose","Strongly oppose","Undecided","Strongly support","Not at all","Yes","Increased my motivation to vote","No","0","0","0","0","0","1","1","0","1","0","0","Don't Know / Would not vote","No opinion",14
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Other","Very Frequently","Cable news","No","Wrong track","Rarely","Neither is committed","Oppose","Strongly support","Support","Strongly support","Not at all","Yes","No impact","No","0","1","0","1","0","0","1","0","0","0","0","Don't Know / Would not vote","Disapprove",14
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Other","Occasionally","Word of mouth, Do not have access to news","No","Right direction","Rarely","Democrats","Strongly oppose","Strongly support","Undecided","Strongly support","A great deal","Yes","Increased my motivation to vote","Yes","0","0","1","0","0","0","1","0","0","1","0","Bernie Sanders","No opinion",14
"masked","masked","masked","masked","masked","masked","masked","masked","masked","Other","Frequently","Local TV news","No","No opinion","Don't know / No opinion","Don't know / No opinion","Undecided","Undecided","Undecided","Undecided","Not sure","Don't know / No opinion","No impact","No","0","0","0","1","1","0","1","0","0","0","0","Don't Know / Would not vote","No opinion",14
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Democratic party","Rarely","Local TV news","No","In between","Rarely","Don't know / No opinion","Strongly support","Undecided","Oppose","Strongly support","Not sure","Don't know / No opinion","No impact","Yes","0","0","1","0","1","0","0","0","0","1","0","Don't Know / Would not vote","Disapprove",12
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Democratic party","Very Frequently","Newspapers","No","In between","Rarely","Neither is committed","Strongly oppose","Strongly support","Strongly oppose","Strongly support","A great deal","Yes","No impact","No","0","1","0","0","1","0","1","0","0","0","0","Kamala Harris","Disapprove",12
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Democratic party","Very Frequently","Newspapers","Yes","No opinion","Don't know / No opinion","Don't know / No opinion","Undecided","Strongly support","Strongly oppose","Strongly support","A great deal","Yes","No impact","No","0","0","0","1","0","0","1","0","0","1","0","Bernie Sanders","No opinion",12
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Democratic party","Occasionally","Local TV news","No","Wrong track","Rarely","Don't know / No opinion","Strongly oppose","Strongly support","Strongly oppose","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","0","0","0","1","0","0","1","1","0","0","0","Bernie Sanders","Disapprove",12
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Democratic party","Very Frequently","Newspapers","No","In between","Sometimes","Democrats","Oppose","Strongly support","Strongly support","Strongly support","A great deal","Yes","Increased my motivation to vote","No","0","1","0","0","0","1","1","0","0","0","0","Joe Biden","Disapprove",12
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Democratic party","Occasionally","Cable news","Yes","Wrong track","Never","Don't know / No opinion","Strongly oppose","Strongly support","Undecided","Strongly support","A great deal","Yes","No impact","Yes","0","1","0","0","0","0","1","0","0","0","1","Bernie Sanders","Disapprove",12
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Democratic party","Rarely","Local TV news","No","In between","Sometimes","Republicans","Undecided","Strongly support","Undecided","Strongly support","Not sure","Yes","No impact","No","0","0","0","0","1","0","1","0","0","1","0","Joe Biden","Disapprove",12
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Democratic party","Rarely","Cable news","Yes","Wrong track","Sometimes","Democrats","Support","Support","Oppose","Support","Somewhat","Yes","No impact","No","0","0","0","0","0","0","1","0","0","1","1","Bernie Sanders","Disapprove",12
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Democratic party","Frequently","Cable news","No","In between","Rarely","Democrats","Undecided","Strongly support","Support","Strongly support","Not at all","Yes","Increased my motivation to vote","No","1","1","0","0","0","0","1","0","0","0","0","Don't Know / Would not vote","Disapprove",12
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Democratic party","Frequently","Cable news","No","Wrong track","Rarely","Republicans","Undecided","Strongly support","Oppose","Strongly support","A great deal","Yes","No impact","Yes","0","1","0","0","0","1","0","1","0","0","0","Joe Biden","Disapprove",12
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Democratic party","Occasionally","Cable news","No","Wrong track","Sometimes","Democrats","Undecided","Strongly support","Undecided","Strongly support","Not at all","Yes","No impact","No","0","0","0","0","0","0","1","1","0","0","1","Bernie Sanders","Disapprove",12
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Democratic party","Occasionally","Local TV news","No","In between","Rarely","Democrats","Strongly oppose","Strongly support","Undecided","Strongly support","Not sure","No","Increased my motivation to vote","No","0","1","0","0","1","0","0","0","0","1","0","Bernie Sanders","No opinion",12
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Republican party","Very Frequently","Local radio","Yes","Right direction","Always","Republicans","Support","Strongly support","Undecided","Strongly support","Somewhat","Yes","No impact","Yes","1","0","1","0","0","0","1","0","0","0","0","Andrew Yang","Approve",9
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Republican party","Occasionally","Cable news","Yes","In between","Sometimes","Democrats","Oppose","Undecided","Support","Oppose","Not sure","Yes","Slightly decreased my motivation to vote","No","0","1","0","0","0","0","0","0","0","1","0","Donald Trump","Approve",9
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Republican party","Occasionally","Cable news","No","In between","Rarely","Democrats","Strongly oppose","Strongly support","Oppose","Strongly support","A great deal","Yes","Increased my motivation to vote","Yes","0","1","0","0","0","0","1","0","0","1","0","Bernie Sanders","Disapprove",9
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Republican party","Very Frequently","Cable news","Yes","Wrong track","Rarely","Republicans","Strongly oppose","Strongly support","Strongly support","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","1","0","0","0","0","0","0","0","0","1","1","Donald Trump","Approve",9
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Republican party","Occasionally","Cable news","No","Right direction","Sometimes","Republicans","Support","Strongly support","Undecided","Strongly support","Not at all","Yes","No impact","No","0","1","0","0","1","0","0","0","0","0","1","Donald Trump","Disapprove",9
"masked","masked","masked","masked","masked","masked","masked","masked","masked","The Republican party","Rarely","Cable news","Yes","In between","Never","They're equally committed","Support","Support","Support","Strongly support","Not at all","Yes","Slightly decreased my motivation to vote","Yes","0","0","1","0","0","1","0","1","0","0","0","Andrew Yang","Disapprove",9
