"age","identifies_as_man","identifies_as_woman","identifies_as_hispanic_or_latinx","identifies_as_black","identifies_as_white","highest_education_level","length_in_this_facility","state","party","how_often_discuss_politics","how_get_news","ever_voted","direction_country_headed","how_often_officials_acting_in_your_interest","which_party_for_cj_reform","stance_on_assault_weapons_ban","stance_on_marijuana_legalization","stance_on_tightening_border_security","stance_on_raise_min_wage","race_affects_politics","should_incarcerated_vote","incarceration_impacts_motivation_to_vote","politics_changed_since_incarcerated","cj_important_issue_eliminating_mandatory_mins","cj_important_issue_reducing_racial_bias","cj_important_issue_abolishing_death_penalty","cj_important_issue_lowering_incarceration_rates_rural_communities","cj_important_issue_improving_prison_conds","cj_important_issue_restoring_voting_rights","cj_important_issue_reducing_prison_pop","cj_important_issue_ending_war_on_drugs","cj_important_issue_ending_private_prisons","cj_important_issue_lowering_sentences_violent_crimes","cj_important_issue_raising_wages_incarcerated_workers","who_vote_for","approve_disapprove_trump","n"
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Rarely","Local radio","No","No opinion","Don't know / No opinion","Don't know / No opinion","Undecided","Undecided","Undecided","Support","Not sure","Don't know / No opinion","No impact","Yes","0","0","0","0","1","0","1","0","0","0","1","Don't Know / Would not vote","No opinion",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Rarely","Local TV news","No","No opinion","Don't know / No opinion","Don't know / No opinion","Strongly oppose","Strongly support","Strongly oppose","Strongly support","Not sure","Yes","No impact","No","0","1","0","0","1","0","0","0","0","0","1","Don't Know / Would not vote","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Occasionally","Newspapers","Yes","In between","Rarely","They're equally committed","Oppose","Support","Oppose","Strongly support","Somewhat","Yes","Slightly increased my motivation to vote","No","0","0","0","1","0","0","0","0","0","1","1","Joe Biden","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Rarely","Local TV news","No","In between","Don't know / No opinion","Don't know / No opinion","Oppose","Oppose","Oppose","Oppose","Somewhat","Yes","Increased my motivation to vote","Yes","0","0","0","0","1","0","0","1","0","0","1","Tom Steyer","No opinion",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","Other","Rarely","Local radio","Yes","Wrong track","Sometimes","Neither is committed","Strongly support","Strongly support","Undecided","Strongly support","Not at all","Yes","Slightly increased my motivation to vote","Yes","1","1","0","0","1","0","0","0","0","0","0","Andrew Yang","Disapprove",42
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Very Frequently","Local TV news","Yes","Wrong track","Sometimes","Democrats","Strongly support","Support","Support","Strongly support","Somewhat","No","Increased my motivation to vote","No","0","0","0","1","0","0","0","0","0","1","1","Joe Biden","Disapprove",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Occasionally","Word of mouth","No","Wrong track","Very often","Democrats","Strongly support","Strongly support","Undecided","Support","Not at all","No","Decreased my motivation to vote","No","1","0","0","1","0","0","1","0","0","0","0","Don't Know / Would not vote","Approve",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Rarely","Local TV news","No","In between","Sometimes","Neither is committed","Strongly oppose","Strongly support","Support","Strongly support","Somewhat","Yes","Slightly increased my motivation to vote","No","0","1","0","0","1","0","1","0","0","0","0","Don't Know / Would not vote","Disapprove",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Occasionally","Cable news","No","In between","Don't know / No opinion","They're equally committed","Oppose","Strongly oppose","Support","Strongly oppose","Somewhat","Yes","Slightly decreased my motivation to vote","Yes","0","0","0","0","0","0","0","1","1","1","0","Pete Buttigieg","Approve",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Occasionally","Local TV news","No","In between","Sometimes","Neither is committed","Undecided","Strongly support","Support","Strongly support","Somewhat","Yes","No impact","No","0","0","0","1","1","0","0","0","0","1","0","Donald Trump","No opinion",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Never","Local TV news","No","Wrong track","Don't know / No opinion","Democrats","Undecided","Support","Undecided","Strongly support","Somewhat","Yes","No impact","No","1","0","0","0","0","1","0","0","0","1","0","Pete Buttigieg","Disapprove",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Frequently","Local TV news","No","Wrong track","Rarely","Don't know / No opinion","Strongly oppose","Strongly support","Oppose","Oppose","Not at all","Yes","Slightly increased my motivation to vote","No","0","1","0","0","0","1","0","1","0","0","0","Don't Know / Would not vote","Disapprove",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Occasionally","Local TV news","Yes","Wrong track","Sometimes","Don't know / No opinion","Undecided","Strongly support","Undecided","Support","Not at all","Don't know / No opinion","No impact","No","0","0","1","0","1","0","1","0","0","0","0","Bernie Sanders","No opinion",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Never","Newspapers","No","Wrong track","Don't know / No opinion","Democrats","Strongly support","Strongly support","Strongly oppose","Support","Not at all","Yes","No impact","No","0","0","0","0","1","0","1","0","0","1","0","Elizabeth Warren","Disapprove",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Never","Word of mouth","No","No opinion","Don't know / No opinion","They're equally committed","Strongly oppose","Strongly support","Strongly support","Undecided","Not at all","No","No impact","No","0","0","0","0","0","0","1","1","1","0","0","Don't Know / Would not vote","No opinion",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Frequently","Newspapers","Yes","Wrong track","Rarely","Neither is committed","Oppose","Support","Undecided","Support","Somewhat","Yes","Slightly increased my motivation to vote","Yes","0","1","0","1","0","0","0","0","0","0","1","Bernie Sanders","Approve",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Frequently","Cable news","No","In between","Rarely","Democrats","Oppose","Strongly support","Undecided","Strongly support","Not sure","Yes","Increased my motivation to vote","Yes","0","0","0","1","0","0","1","0","0","0","1","Elizabeth Warren","Disapprove",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Very Frequently","Local TV news","No","In between","Rarely","Democrats","Strongly support","Strongly support","Strongly support","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","0","0","0","0","0","1","1","0","0","0","1","Donald Trump","Approve",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Frequently","Local TV news","Yes","Wrong track","Sometimes","Democrats","Support","Undecided","Undecided","Strongly support","Not at all","Yes","Slightly increased my motivation to vote","Yes","0","0","0","0","0","1","1","0","1","0","0","Elizabeth Warren","Disapprove",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Rarely","Local TV news","Yes","In between","Rarely","Don't know / No opinion","Support","Strongly support","Oppose","Strongly support","Not at all","Yes","Slightly increased my motivation to vote","Yes","1","0","0","0","0","0","1","0","0","1","0","Kamala Harris","Disapprove",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Rarely","Local TV news","No","In between","Sometimes","Don't know / No opinion","Support","Support","Undecided","Undecided","Not at all","Yes","Slightly increased my motivation to vote","Yes","0","0","0","0","1","0","1","0","0","0","1","Bernie Sanders","No opinion",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Rarely","Local TV news","No","In between","Sometimes","Don't know / No opinion","Oppose","Strongly support","Oppose","Strongly support","Not sure","Yes","Increased my motivation to vote","Yes","0","0","0","0","0","0","1","0","0","1","1","Kamala Harris","Disapprove",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Occasionally","Local TV news","No","Wrong track","Sometimes","Democrats","Strongly support","Strongly support","Oppose","Strongly support","Somewhat","Yes","Slightly increased my motivation to vote","Yes","0","0","0","0","1","0","1","0","0","1","0","Elizabeth Warren","Disapprove",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Never","Newspapers","No","In between","Rarely","Democrats","Strongly support","Strongly support","Undecided","Strongly support","Not at all","Yes","Increased my motivation to vote","No","0","0","0","0","1","0","1","0","0","0","1","Don't Know / Would not vote","No opinion",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Occasionally","Local TV news","Yes","Wrong track","Rarely","Neither is committed","Strongly support","Support","Undecided","Support","Not sure","No","Slightly increased my motivation to vote","No","0","0","1","0","0","0","1","1","0","0","0","Bernie Sanders","No opinion",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Frequently","Local TV news","No","In between","Rarely","Democrats","Support","Support","Undecided","Support","Somewhat","Yes","No impact","Yes","1","0","0","0","1","0","1","0","0","0","0","Don't Know / Would not vote","No opinion",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Rarely","Local TV news","No","In between","Rarely","Democrats","Oppose","Strongly support","Undecided","Strongly support","A great deal","Yes","No impact","No","0","0","0","0","0","0","1","1","0","0","1","Don't Know / Would not vote","Approve",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Very Frequently","Cable news","No","In between","Sometimes","Democrats","Support","Support","Support","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","0","0","0","0","1","1","0","0","0","0","1","Kamala Harris","Disapprove",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Never","Local TV news","No","Wrong track","Don't know / No opinion","Don't know / No opinion","Undecided","Strongly support","Strongly oppose","Strongly support","Somewhat","Yes","Decreased my motivation to vote","No","0","1","1","0","0","0","0","0","0","1","0","Don't Know / Would not vote","Disapprove",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Rarely","Word of mouth","No","Wrong track","Sometimes","Don't know / No opinion","Oppose","Strongly support","Oppose","Strongly support","Not at all","Yes","Increased my motivation to vote","Yes","0","1","0","1","0","0","1","0","0","0","0","Cory Booker","Disapprove",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Rarely","Local TV news","No","In between","Don't know / No opinion","Neither is committed","Undecided","Strongly support","Oppose","Strongly support","Not sure","Yes","Slightly increased my motivation to vote","No","1","0","0","0","0","1","1","0","0","0","0","Joe Biden","Disapprove",36
"35 or younger","FALSE","TRUE","FALSE","FALSE","TRUE","High school or GED or less","10 years or less","masked","The Democratic party","Occasionally","Word of mouth","Yes","Right direction","Sometimes","They're equally committed","Support","Strongly support","Undecided","Strongly support","Not at all","Don't know / No opinion","No impact","Yes","1","0","0","0","1","0","1","0","0","0","0","Don't Know / Would not vote","No opinion",36
